Season,FlightDistance,FlightDuration,DepartureAirportCongestion,ArrivalAirportCongestion,DayOfWeek,TimeOfFlight,ScheduledDepartureTime,ActualDepartureTime,DepartureDelay,Temperature,Visibility,WindSpeed,WeatherEvent,Delayed
Autumn,5444,305,48,44,Monday,Afternoon,17/10/2024 20:00,17/10/2024 20:00,44,34.75382796,7214,18.71529967,Adverse,1
Autumn,3932,530,12,41,Wednesday,Morning,17/10/2024 21:00,17/10/2024 21:00,83,18.69645681,6006,11.56570911,Clear,1
Spring,1188,482,37,7,Friday,Morning,17/10/2024 22:00,17/10/2024 22:00,62,7.538881151,4985,36.74252602,Adverse,1
Autumn,4743,124,17,14,Saturday,Afternoon,17/10/2024 23:00,17/10/2024 23:00,66,31.63468732,9791,15.22876831,Adverse,1
Autumn,4201,72,23,29,Saturday,Evening,18/10/2024 00:00,18/10/2024 00:00,51,14.67033502,9705,8.801984108,Adverse,1
Spring,9033,272,26,19,Wednesday,Afternoon,18/10/2024 01:00,18/10/2024 01:00,67,35.58164569,6991,39.32629436,Clear,0
Summer,5682,301,29,19,Saturday,Evening,18/10/2024 02:00,18/10/2024 02:00,25,36.40071184,7227,15.62718261,Clear,0
Autumn,7204,552,33,2,Monday,Evening,18/10/2024 03:00,18/10/2024 03:00,74,-1.728992394,8833,45.72208647,Adverse,0
Spring,4922,272,27,41,Thursday,Night,18/10/2024 04:00,18/10/2024 04:00,1,-9.883829693,3886,42.03163224,Adverse,0
Winter,2259,397,25,45,Saturday,Night,18/10/2024 05:00,18/10/2024 05:00,13,39.19654701,3653,42.38201648,Clear,1
Summer,9681,232,10,15,Sunday,Afternoon,18/10/2024 06:00,18/10/2024 06:00,107,35.30687681,5864,38.5784863,Clear,1
Winter,2982,223,47,3,Wednesday,Morning,18/10/2024 07:00,18/10/2024 07:00,29,-7.227738215,3514,44.04407119,Clear,1
Winter,8558,524,23,11,Friday,Afternoon,18/10/2024 08:00,18/10/2024 08:00,48,31.6517132,4969,40.28734461,Adverse,0
Spring,1451,556,21,46,Wednesday,Evening,18/10/2024 09:00,18/10/2024 09:00,11,12.89024663,4284,30.12556818,Adverse,0
Autumn,9414,454,21,30,Tuesday,Night,18/10/2024 10:00,18/10/2024 10:00,89,2.948080251,8740,14.79113593,Clear,1
Spring,2579,367,43,40,Wednesday,Afternoon,18/10/2024 11:00,18/10/2024 11:00,43,33.93732618,5566,44.41045966,Clear,1
Spring,3217,242,13,18,Monday,Afternoon,18/10/2024 12:00,18/10/2024 12:00,32,-0.16663838,3196,42.03018114,Clear,0
Spring,5024,569,37,48,Thursday,Night,18/10/2024 13:00,18/10/2024 13:00,12,37.36499997,1789,23.64396611,Adverse,0
Spring,8977,286,33,2,Thursday,Night,18/10/2024 14:00,18/10/2024 14:00,77,0.281074385,4475,1.9539343,Adverse,1
Summer,7811,495,24,32,Sunday,Night,18/10/2024 15:00,18/10/2024 15:00,87,20.68415939,2309,31.92718637,Clear,1
Autumn,7686,481,44,8,Saturday,Evening,18/10/2024 16:00,18/10/2024 16:00,97,1.154316726,1864,2.529842684,Clear,0
Winter,2565,80,11,22,Monday,Night,18/10/2024 17:00,18/10/2024 17:00,107,17.28343325,6389,46.31399809,Adverse,1
Winter,1268,456,17,6,Tuesday,Morning,18/10/2024 18:00,18/10/2024 18:00,25,24.1987565,4363,48.08156283,Adverse,1
Autumn,5990,164,4,12,Monday,Afternoon,18/10/2024 19:00,18/10/2024 19:00,20,-0.488603459,9215,9.474507295,Clear,0
Winter,7145,251,47,47,Wednesday,Night,18/10/2024 20:00,18/10/2024 20:00,27,16.04428914,4003,33.8194689,Clear,0
Autumn,5583,76,25,40,Monday,Night,18/10/2024 21:00,18/10/2024 21:00,47,13.45298722,9502,4.613450228,Clear,0
Winter,5732,179,30,36,Monday,Evening,18/10/2024 22:00,18/10/2024 22:00,99,-6.44812893,2231,36.47584643,Adverse,1
Spring,6297,452,9,15,Sunday,Evening,18/10/2024 23:00,18/10/2024 23:00,39,30.91539088,8959,17.36438331,Clear,1
Winter,9638,484,21,28,Tuesday,Afternoon,19/10/2024 00:00,19/10/2024 00:00,65,6.784120032,3711,34.05250559,Adverse,1
Autumn,5426,188,20,49,Wednesday,Morning,19/10/2024 01:00,19/10/2024 01:00,105,18.72910988,7581,18.64382546,Adverse,1
Autumn,6516,189,19,45,Friday,Afternoon,19/10/2024 02:00,19/10/2024 02:00,72,15.73921175,8705,7.278375492,Clear,1
Autumn,3835,88,19,18,Sunday,Night,19/10/2024 03:00,19/10/2024 03:00,86,15.66302523,1421,20.30549903,Clear,1
Autumn,8538,156,12,2,Friday,Morning,19/10/2024 04:00,19/10/2024 04:00,78,-4.63888029,1946,5.633676332,Adverse,1
Autumn,5373,69,37,13,Sunday,Morning,19/10/2024 05:00,19/10/2024 05:00,76,11.17410046,2834,28.84416375,Clear,0
Summer,1981,301,42,45,Thursday,Morning,19/10/2024 06:00,19/10/2024 06:00,22,12.61833796,2564,2.047576607,Adverse,1
Summer,6805,291,17,15,Sunday,Morning,19/10/2024 07:00,19/10/2024 07:00,80,26.68214202,8332,26.36598398,Clear,1
Winter,3951,343,37,20,Saturday,Afternoon,19/10/2024 08:00,19/10/2024 08:00,47,32.0009416,5944,44.31843235,Clear,1
Autumn,554,259,48,29,Monday,Evening,19/10/2024 09:00,19/10/2024 09:00,1,17.24911391,2308,41.89366351,Clear,0
Winter,8143,138,39,42,Thursday,Evening,19/10/2024 10:00,19/10/2024 10:00,83,-5.660852297,3986,44.13908498,Clear,1
Autumn,3962,232,28,29,Tuesday,Night,19/10/2024 11:00,19/10/2024 11:00,19,1.84247353,1386,46.10244011,Adverse,1
Autumn,1332,526,41,3,Friday,Evening,19/10/2024 12:00,19/10/2024 12:00,58,-1.753298657,7131,5.226394394,Adverse,0
Summer,6454,475,35,19,Sunday,Evening,19/10/2024 13:00,19/10/2024 13:00,45,-3.769246841,4258,6.437360144,Adverse,1
Summer,9019,508,47,3,Monday,Evening,19/10/2024 14:00,19/10/2024 14:00,2,8.294964931,7121,27.85034032,Clear,0
Spring,7721,146,48,14,Tuesday,Evening,19/10/2024 15:00,19/10/2024 15:00,54,1.469675108,5811,44.69863342,Adverse,1
Summer,3810,160,18,40,Saturday,Night,19/10/2024 16:00,19/10/2024 16:00,11,0.915155591,7574,48.71747283,Adverse,1
Spring,3800,67,14,4,Tuesday,Afternoon,19/10/2024 17:00,19/10/2024 17:00,39,-7.265341271,7697,2.313095867,Adverse,1
Spring,7222,259,35,11,Monday,Morning,19/10/2024 18:00,19/10/2024 18:00,65,-9.11649776,4933,17.78870421,Clear,0
Spring,7718,564,44,31,Saturday,Evening,19/10/2024 19:00,19/10/2024 19:00,99,-4.861587868,2439,10.64471273,Adverse,0
Spring,8276,146,41,43,Tuesday,Afternoon,19/10/2024 20:00,19/10/2024 20:00,77,-1.390126029,7169,37.79829245,Clear,1
Spring,4175,102,7,32,Saturday,Evening,19/10/2024 21:00,19/10/2024 21:00,15,11.54918644,5480,32.00969343,Clear,0
Winter,3554,444,41,27,Sunday,Evening,19/10/2024 22:00,19/10/2024 22:00,82,15.52601306,1055,5.994401574,Adverse,1
Summer,8470,494,13,30,Sunday,Morning,19/10/2024 23:00,19/10/2024 23:00,33,-2.970404091,4324,24.17610337,Clear,0
Spring,2643,467,18,43,Monday,Morning,20/10/2024 00:00,20/10/2024 00:00,43,11.23916708,7777,34.27202612,Adverse,1
Autumn,5707,542,37,2,Monday,Morning,20/10/2024 01:00,20/10/2024 01:00,109,7.087442116,1105,38.9502697,Adverse,1
Summer,3038,76,13,49,Saturday,Evening,20/10/2024 02:00,20/10/2024 02:00,5,-0.828817825,4201,1.002635489,Adverse,0
Summer,5047,207,36,9,Wednesday,Evening,20/10/2024 03:00,20/10/2024 03:00,76,-9.657962593,1669,44.5234787,Adverse,1
Spring,6119,336,31,28,Thursday,Evening,20/10/2024 04:00,20/10/2024 04:00,63,13.35089333,9934,28.46406915,Adverse,1
Winter,8856,291,2,31,Tuesday,Morning,20/10/2024 05:00,20/10/2024 05:00,99,24.28258746,1966,40.59545575,Clear,1
Spring,7112,425,16,34,Tuesday,Night,20/10/2024 06:00,20/10/2024 06:00,21,1.313866707,1307,40.3969015,Adverse,0
Winter,5505,287,9,15,Wednesday,Afternoon,20/10/2024 07:00,20/10/2024 07:00,17,-3.409658505,3138,9.492633014,Clear,1
Autumn,1322,495,9,48,Wednesday,Night,20/10/2024 08:00,20/10/2024 08:00,11,34.35213722,1109,5.508606013,Adverse,0
Summer,1443,458,38,25,Wednesday,Evening,20/10/2024 09:00,20/10/2024 09:00,51,3.751238624,4632,36.06436345,Adverse,0
Autumn,6650,270,11,36,Friday,Evening,20/10/2024 10:00,20/10/2024 10:00,117,1.18063099,7728,7.821345941,Adverse,0
Winter,4925,450,22,8,Friday,Night,20/10/2024 11:00,20/10/2024 11:00,93,32.85484698,6684,42.49687457,Clear,1
Winter,9466,558,33,9,Saturday,Evening,20/10/2024 12:00,20/10/2024 12:00,116,30.85535496,7499,36.30947419,Clear,0
Autumn,2698,599,36,37,Friday,Afternoon,20/10/2024 13:00,20/10/2024 13:00,50,12.41732353,2915,42.09126822,Clear,1
Winter,4742,550,45,48,Sunday,Evening,20/10/2024 14:00,20/10/2024 14:00,103,14.46194307,1556,14.95063398,Clear,0
Autumn,4195,501,23,45,Sunday,Afternoon,20/10/2024 15:00,20/10/2024 15:00,70,0.887435242,8619,15.82990302,Adverse,0
Summer,3952,320,45,39,Monday,Night,20/10/2024 16:00,20/10/2024 16:00,95,-6.084916476,1104,33.56107782,Adverse,0
Autumn,9606,409,45,32,Saturday,Night,20/10/2024 17:00,20/10/2024 17:00,47,18.67159127,3047,1.572297753,Clear,0
Summer,1808,411,34,17,Tuesday,Evening,20/10/2024 18:00,20/10/2024 18:00,18,-5.08275392,1145,36.32483732,Clear,1
Autumn,4677,579,9,35,Thursday,Afternoon,20/10/2024 19:00,20/10/2024 19:00,5,12.46372735,1873,41.78915354,Clear,0
Winter,9205,379,24,37,Monday,Evening,20/10/2024 20:00,20/10/2024 20:00,83,37.02485993,1298,20.75817933,Adverse,0
Autumn,7352,197,8,19,Tuesday,Morning,20/10/2024 21:00,20/10/2024 21:00,26,37.64171946,4238,38.2439415,Clear,0
Winter,6535,427,7,44,Tuesday,Morning,20/10/2024 22:00,20/10/2024 22:00,52,1.966614327,9837,8.730545849,Clear,1
Autumn,4094,279,36,29,Saturday,Morning,20/10/2024 23:00,20/10/2024 23:00,106,21.205671,7382,16.11301969,Adverse,0
Autumn,5341,396,18,7,Wednesday,Morning,21/10/2024 00:00,21/10/2024 00:00,100,13.70381321,3511,48.71524816,Clear,1
Spring,1909,282,3,28,Wednesday,Evening,21/10/2024 01:00,21/10/2024 01:00,47,33.78425638,7596,49.31640868,Adverse,1
Winter,5066,419,28,9,Monday,Morning,21/10/2024 02:00,21/10/2024 02:00,6,3.571543214,1783,25.63025265,Adverse,1
Spring,4991,388,6,28,Wednesday,Afternoon,21/10/2024 03:00,21/10/2024 03:00,58,-9.814879658,5992,46.71348957,Adverse,1
Winter,2055,522,44,6,Tuesday,Night,21/10/2024 04:00,21/10/2024 04:00,68,-1.871939703,1370,26.1365339,Adverse,1
Spring,1304,441,44,29,Wednesday,Night,21/10/2024 05:00,21/10/2024 05:00,10,7.476140058,1486,14.57940641,Adverse,1
Summer,1779,228,21,17,Friday,Morning,21/10/2024 06:00,21/10/2024 06:00,14,5.786056489,8378,13.3449644,Clear,0
Autumn,7583,276,28,16,Wednesday,Morning,21/10/2024 07:00,21/10/2024 07:00,63,29.56814596,4196,46.47528527,Clear,0
Winter,6486,437,40,23,Tuesday,Morning,21/10/2024 08:00,21/10/2024 08:00,2,24.02803331,5287,8.622319449,Adverse,1
Winter,6119,178,1,31,Saturday,Evening,21/10/2024 09:00,21/10/2024 09:00,68,4.977815981,3261,28.98162291,Adverse,0
Autumn,1887,249,36,3,Monday,Night,21/10/2024 10:00,21/10/2024 10:00,22,12.88719086,9572,27.7762534,Clear,0
Winter,3179,429,21,21,Thursday,Morning,21/10/2024 11:00,21/10/2024 11:00,52,-5.222044802,1238,36.98108423,Clear,1
Winter,2606,208,43,26,Wednesday,Afternoon,21/10/2024 12:00,21/10/2024 12:00,36,34.90732224,7843,24.96214538,Adverse,0
Spring,8673,547,35,36,Sunday,Morning,21/10/2024 13:00,21/10/2024 13:00,8,36.77124122,2105,13.61428304,Clear,1
Winter,4723,433,13,42,Sunday,Night,21/10/2024 14:00,21/10/2024 14:00,14,38.99017677,2386,8.469824982,Clear,0
Summer,5331,219,49,37,Tuesday,Morning,21/10/2024 15:00,21/10/2024 15:00,2,33.42764154,2667,31.04094018,Adverse,0
Summer,3268,410,10,22,Thursday,Night,21/10/2024 16:00,21/10/2024 16:00,92,-1.301955615,3691,35.94953784,Clear,1
Autumn,3686,347,44,42,Thursday,Morning,21/10/2024 17:00,21/10/2024 17:00,69,-7.69017584,8756,28.47606393,Clear,1
Winter,3073,347,47,12,Friday,Afternoon,21/10/2024 18:00,21/10/2024 18:00,16,18.97983637,2996,36.91756386,Clear,0
Autumn,3099,285,10,42,Thursday,Morning,21/10/2024 19:00,21/10/2024 19:00,25,35.63025134,2425,7.076060122,Clear,1
Summer,4533,582,46,13,Sunday,Afternoon,21/10/2024 20:00,21/10/2024 20:00,20,-1.132431917,9023,44.12350975,Adverse,1
Winter,8928,581,13,11,Saturday,Afternoon,21/10/2024 21:00,21/10/2024 21:00,71,-9.647854269,7849,29.11977542,Clear,0
Winter,1804,332,37,16,Tuesday,Morning,21/10/2024 22:00,21/10/2024 22:00,20,30.2748023,4247,6.342196345,Adverse,1
Autumn,7868,461,38,8,Tuesday,Afternoon,21/10/2024 23:00,21/10/2024 23:00,10,-6.160215786,3592,23.09626021,Clear,1
Summer,6377,242,24,40,Wednesday,Evening,22/10/2024 00:00,22/10/2024 00:00,37,10.6853016,2490,42.23958689,Adverse,1
Winter,1801,547,2,40,Wednesday,Morning,22/10/2024 01:00,22/10/2024 01:00,71,23.94436686,2224,44.87810967,Adverse,1
Autumn,3041,183,22,45,Wednesday,Morning,22/10/2024 02:00,22/10/2024 02:00,105,1.839879273,3587,13.23247525,Clear,1
Summer,2551,473,17,2,Sunday,Afternoon,22/10/2024 03:00,22/10/2024 03:00,87,-5.801871828,8714,35.56329124,Adverse,0
Autumn,7309,231,36,30,Sunday,Afternoon,22/10/2024 04:00,22/10/2024 04:00,34,28.50106142,4064,4.999262374,Adverse,1
Spring,9133,347,14,30,Sunday,Morning,22/10/2024 05:00,22/10/2024 05:00,118,21.50875424,8804,1.677293571,Adverse,0
Winter,9496,494,10,12,Sunday,Evening,22/10/2024 06:00,22/10/2024 06:00,13,39.42452422,1832,28.01994769,Adverse,1
Spring,574,172,35,10,Sunday,Afternoon,22/10/2024 07:00,22/10/2024 07:00,118,7.215401666,3440,34.74137897,Adverse,1
Summer,7481,181,25,44,Sunday,Afternoon,22/10/2024 08:00,22/10/2024 08:00,13,-6.911880685,5795,39.78933656,Clear,0
Spring,5975,281,3,11,Saturday,Night,22/10/2024 09:00,22/10/2024 09:00,9,26.71750177,2646,17.01081192,Adverse,0
Spring,8732,98,47,15,Sunday,Evening,22/10/2024 10:00,22/10/2024 10:00,11,16.08667094,1440,0.326270521,Adverse,1
Summer,7684,556,38,16,Thursday,Evening,22/10/2024 11:00,22/10/2024 11:00,37,0.660196569,6956,23.97596186,Clear,1
Autumn,6296,292,17,17,Thursday,Morning,22/10/2024 12:00,22/10/2024 12:00,107,29.08644945,3367,0.792677269,Clear,0
Spring,7641,589,12,26,Friday,Evening,22/10/2024 13:00,22/10/2024 13:00,118,0.187774292,7696,4.599225534,Adverse,0
Autumn,2122,208,24,2,Saturday,Morning,22/10/2024 14:00,22/10/2024 14:00,109,3.033082742,6190,16.33445113,Clear,1
Spring,8541,456,29,12,Wednesday,Night,22/10/2024 15:00,22/10/2024 15:00,33,-5.373572282,5663,21.85860248,Clear,1
Autumn,841,361,43,26,Monday,Evening,22/10/2024 16:00,22/10/2024 16:00,40,9.971613952,8062,13.97347206,Clear,0
Summer,2574,419,25,23,Sunday,Afternoon,22/10/2024 17:00,22/10/2024 17:00,9,10.9464612,5331,29.09326333,Clear,1
Spring,8492,297,36,18,Friday,Night,22/10/2024 18:00,22/10/2024 18:00,16,15.72808952,4034,2.767489461,Clear,1
Summer,1145,295,26,32,Monday,Morning,22/10/2024 19:00,22/10/2024 19:00,16,25.44821336,4262,7.228985512,Clear,0
Spring,4763,262,38,49,Thursday,Night,22/10/2024 20:00,22/10/2024 20:00,66,35.30504643,3107,34.76292004,Adverse,0
Summer,9301,315,1,38,Friday,Morning,22/10/2024 21:00,22/10/2024 21:00,61,-3.113295056,8036,7.10704268,Adverse,0
Summer,6636,294,20,47,Friday,Night,22/10/2024 22:00,22/10/2024 22:00,94,-7.282595083,5320,31.98876008,Clear,1
Spring,9146,404,28,3,Tuesday,Morning,22/10/2024 23:00,22/10/2024 23:00,114,-9.07343832,6938,2.734231038,Clear,1
Spring,3469,593,16,38,Thursday,Evening,23/10/2024 00:00,23/10/2024 00:00,0,-2.818931097,3747,20.36911396,Adverse,1
Spring,3528,525,47,3,Thursday,Afternoon,23/10/2024 01:00,23/10/2024 01:00,11,22.89747429,5677,8.870473506,Clear,0
Winter,8143,272,17,30,Saturday,Morning,23/10/2024 02:00,23/10/2024 02:00,102,26.3738539,8972,5.481814127,Adverse,1
Autumn,3181,522,40,1,Friday,Night,23/10/2024 03:00,23/10/2024 03:00,3,29.32528568,5264,28.35163918,Clear,1
Winter,4129,495,28,30,Sunday,Morning,23/10/2024 04:00,23/10/2024 04:00,41,2.185410595,4133,46.4167886,Adverse,1
Winter,4725,342,12,45,Thursday,Morning,23/10/2024 05:00,23/10/2024 05:00,12,5.294740663,2465,2.739352396,Adverse,1
Summer,3567,522,27,32,Friday,Morning,23/10/2024 06:00,23/10/2024 06:00,97,14.15673228,5109,21.07771241,Clear,1
Spring,6441,466,42,28,Saturday,Night,23/10/2024 07:00,23/10/2024 07:00,105,-6.840845157,3211,35.37677189,Clear,0
Autumn,1886,147,47,21,Sunday,Afternoon,23/10/2024 08:00,23/10/2024 08:00,84,20.55707616,6539,23.13439158,Clear,0
Summer,3366,103,30,46,Saturday,Evening,23/10/2024 09:00,23/10/2024 09:00,85,39.18675168,2689,40.32479731,Clear,0
Winter,5288,520,41,13,Tuesday,Afternoon,23/10/2024 10:00,23/10/2024 10:00,3,8.040315569,8727,8.982265793,Adverse,0
Spring,5990,337,34,27,Sunday,Morning,23/10/2024 11:00,23/10/2024 11:00,81,27.64237375,8764,47.97971025,Clear,1
Summer,4624,480,37,36,Friday,Night,23/10/2024 12:00,23/10/2024 12:00,68,15.00169578,5541,19.25813139,Adverse,0
Spring,8840,412,6,7,Thursday,Afternoon,23/10/2024 13:00,23/10/2024 13:00,18,-3.609407782,4541,17.07848165,Clear,0
Summer,4350,574,7,22,Thursday,Morning,23/10/2024 14:00,23/10/2024 14:00,1,19.11187244,1818,43.73028973,Adverse,1
Spring,5915,78,32,10,Friday,Evening,23/10/2024 15:00,23/10/2024 15:00,11,4.993713422,5521,28.19335159,Clear,0
Winter,8179,82,32,39,Friday,Evening,23/10/2024 16:00,23/10/2024 16:00,80,-8.279839577,2124,25.8222171,Clear,1
Autumn,7319,472,25,15,Friday,Evening,23/10/2024 17:00,23/10/2024 17:00,73,21.74648651,6660,36.34889598,Adverse,0
Winter,9828,89,33,15,Wednesday,Morning,23/10/2024 18:00,23/10/2024 18:00,97,32.94661747,6641,28.99171191,Clear,1
Autumn,8878,167,7,4,Sunday,Night,23/10/2024 19:00,23/10/2024 19:00,5,7.238488345,2129,8.125782238,Clear,0
Spring,9942,426,12,32,Thursday,Afternoon,23/10/2024 20:00,23/10/2024 20:00,7,9.514777361,2702,33.70988114,Clear,0
Summer,1833,340,16,23,Sunday,Evening,23/10/2024 21:00,23/10/2024 21:00,50,34.55108415,3001,6.673443964,Clear,1
Winter,4650,187,16,6,Saturday,Morning,23/10/2024 22:00,23/10/2024 22:00,10,30.68044067,7912,40.29288527,Clear,1
Autumn,7266,288,43,24,Thursday,Morning,23/10/2024 23:00,23/10/2024 23:00,62,25.74764118,4878,49.48682989,Adverse,0
Winter,3211,170,36,20,Wednesday,Afternoon,24/10/2024 00:00,24/10/2024 00:00,56,2.439853188,8232,18.86938125,Clear,0
Autumn,5353,195,13,37,Friday,Evening,24/10/2024 01:00,24/10/2024 01:00,11,35.51083275,7331,22.23779491,Adverse,0
Winter,6712,421,7,20,Tuesday,Morning,24/10/2024 02:00,24/10/2024 02:00,72,-2.279212123,7035,2.321682774,Clear,0
Autumn,7979,245,36,12,Friday,Afternoon,24/10/2024 03:00,24/10/2024 03:00,1,21.33852597,7523,0.686659404,Clear,0
Autumn,5908,188,47,33,Friday,Night,24/10/2024 04:00,24/10/2024 04:00,7,-8.559940973,9111,46.07096674,Adverse,1
Spring,8215,320,9,28,Wednesday,Night,24/10/2024 05:00,24/10/2024 05:00,10,22.18599032,9736,6.431203022,Adverse,1
Autumn,9442,574,32,8,Sunday,Night,24/10/2024 06:00,24/10/2024 06:00,52,3.857217594,3401,22.28893738,Adverse,0
Spring,2262,508,11,1,Thursday,Evening,24/10/2024 07:00,24/10/2024 07:00,99,12.48384886,9974,40.76773119,Adverse,1
Autumn,7601,163,8,37,Friday,Afternoon,24/10/2024 08:00,24/10/2024 08:00,9,7.263227603,1539,44.465938,Adverse,1
Summer,8174,542,33,22,Thursday,Afternoon,24/10/2024 09:00,24/10/2024 09:00,84,-1.362162188,6615,25.96988426,Clear,0
Summer,6622,283,23,6,Monday,Morning,24/10/2024 10:00,24/10/2024 10:00,83,21.0990395,3956,28.25162625,Adverse,1
Summer,981,550,25,21,Saturday,Morning,24/10/2024 11:00,24/10/2024 11:00,111,34.09877776,9077,33.48419862,Adverse,1
Autumn,653,532,8,32,Sunday,Morning,24/10/2024 12:00,24/10/2024 12:00,7,37.95421211,4722,48.06912351,Clear,0
Spring,8117,69,45,35,Thursday,Afternoon,24/10/2024 13:00,24/10/2024 13:00,35,-0.382681842,6087,30.13349805,Clear,1
Spring,2024,464,22,15,Tuesday,Morning,24/10/2024 14:00,24/10/2024 14:00,92,25.8686387,7460,27.97376297,Adverse,0
Autumn,2620,361,4,5,Saturday,Afternoon,24/10/2024 15:00,24/10/2024 15:00,105,23.21696833,3170,0.726706763,Adverse,0
Summer,2843,290,40,46,Tuesday,Afternoon,24/10/2024 16:00,24/10/2024 16:00,75,7.168889479,4391,4.047485101,Adverse,1
Summer,5636,125,3,48,Friday,Night,24/10/2024 17:00,24/10/2024 17:00,13,-9.045040032,7942,28.85858133,Clear,0
Spring,6260,171,29,6,Saturday,Morning,24/10/2024 18:00,24/10/2024 18:00,111,24.48956237,2616,46.81201939,Adverse,0
Summer,1740,72,41,25,Thursday,Night,24/10/2024 19:00,24/10/2024 19:00,53,37.27474303,7458,43.33456742,Clear,0
Winter,560,452,29,46,Saturday,Evening,24/10/2024 20:00,24/10/2024 20:00,113,21.6060061,3756,49.12894615,Clear,1
Spring,9630,559,34,40,Friday,Evening,24/10/2024 21:00,24/10/2024 21:00,84,11.76463621,7853,26.39170188,Clear,1
Summer,2139,293,34,29,Wednesday,Evening,24/10/2024 22:00,24/10/2024 22:00,85,16.25769471,8709,39.39654692,Clear,1
Spring,6685,373,28,7,Sunday,Afternoon,24/10/2024 23:00,24/10/2024 23:00,20,-0.018559617,2936,42.02001657,Adverse,1
Winter,8470,71,13,40,Tuesday,Afternoon,25/10/2024 00:00,25/10/2024 00:00,107,27.52720819,4091,32.40158287,Clear,0
Spring,1752,268,15,13,Friday,Afternoon,25/10/2024 01:00,25/10/2024 01:00,49,27.3209915,1968,16.93749521,Clear,0
Spring,4703,73,23,38,Wednesday,Morning,25/10/2024 02:00,25/10/2024 02:00,93,-2.724134981,8297,23.49892173,Adverse,1
Spring,8863,477,44,18,Saturday,Night,25/10/2024 03:00,25/10/2024 03:00,38,33.89891912,4203,42.89585361,Clear,1
Spring,4049,496,26,2,Saturday,Afternoon,25/10/2024 04:00,25/10/2024 04:00,19,3.459486974,7499,14.9273963,Adverse,0
Winter,4697,436,4,8,Friday,Night,25/10/2024 05:00,25/10/2024 05:00,87,39.11280305,6173,46.18715656,Clear,0
Autumn,7509,79,26,11,Thursday,Night,25/10/2024 06:00,25/10/2024 06:00,86,9.145150702,1889,11.49031707,Adverse,1
Spring,7167,129,40,33,Saturday,Night,25/10/2024 07:00,25/10/2024 07:00,6,-1.105797063,9984,37.47582076,Clear,1
Spring,2822,270,9,38,Thursday,Morning,25/10/2024 08:00,25/10/2024 08:00,8,7.586005567,8382,31.52796172,Clear,1
Summer,4590,160,5,48,Thursday,Morning,25/10/2024 09:00,25/10/2024 09:00,0,12.00901643,4531,37.47997206,Adverse,0
Spring,7460,191,32,27,Sunday,Evening,25/10/2024 10:00,25/10/2024 10:00,25,-6.534611348,1801,21.86737862,Clear,1
Summer,3504,440,20,20,Thursday,Evening,25/10/2024 11:00,25/10/2024 11:00,37,18.91091906,9234,46.63205313,Clear,1
Autumn,5636,191,11,12,Monday,Night,25/10/2024 12:00,25/10/2024 12:00,37,19.88162199,4349,31.62361012,Adverse,1
Winter,829,79,15,43,Sunday,Evening,25/10/2024 13:00,25/10/2024 13:00,117,26.94652277,9005,14.41479023,Clear,1
Winter,4140,595,32,31,Wednesday,Night,25/10/2024 14:00,25/10/2024 14:00,60,-8.541505385,4201,31.92275353,Clear,1
Autumn,8482,286,28,27,Wednesday,Morning,25/10/2024 15:00,25/10/2024 15:00,43,17.06191072,1349,14.34078736,Adverse,1
Winter,4607,213,22,32,Saturday,Morning,25/10/2024 16:00,25/10/2024 16:00,85,-7.354628336,1583,14.68161959,Adverse,1
Autumn,1841,528,41,10,Saturday,Morning,25/10/2024 17:00,25/10/2024 17:00,43,25.057211,4377,19.97992558,Adverse,1
Autumn,8907,464,17,3,Thursday,Afternoon,25/10/2024 18:00,25/10/2024 18:00,73,-7.213600715,7028,42.62152088,Adverse,1
Autumn,838,261,26,45,Sunday,Night,25/10/2024 19:00,25/10/2024 19:00,118,35.58639242,8694,25.01489372,Adverse,0
Winter,6395,97,44,27,Sunday,Morning,25/10/2024 20:00,25/10/2024 20:00,61,25.10412834,7196,33.94504211,Clear,1
Summer,3208,247,7,35,Monday,Night,25/10/2024 21:00,25/10/2024 21:00,5,15.36948825,8083,19.59838701,Adverse,1
Autumn,2250,116,42,31,Thursday,Evening,25/10/2024 22:00,25/10/2024 22:00,16,12.07519616,4401,13.18027199,Clear,1
Spring,6104,79,26,15,Monday,Evening,25/10/2024 23:00,25/10/2024 23:00,50,-3.466368479,4185,47.73200804,Adverse,0
Winter,2921,332,25,16,Thursday,Morning,26/10/2024 00:00,26/10/2024 00:00,113,4.549969478,6285,30.17906236,Clear,1
Autumn,7619,178,10,13,Tuesday,Night,26/10/2024 01:00,26/10/2024 01:00,37,33.44795525,7772,46.69756693,Clear,0
Autumn,9401,575,45,49,Tuesday,Morning,26/10/2024 02:00,26/10/2024 02:00,23,35.22264058,9490,10.17065011,Adverse,1
Spring,5819,280,19,35,Friday,Evening,26/10/2024 03:00,26/10/2024 03:00,50,-9.962614581,4347,7.344708196,Clear,1
Summer,7109,585,11,11,Thursday,Morning,26/10/2024 04:00,26/10/2024 04:00,9,19.70681957,1788,42.79114536,Clear,0
Summer,5887,574,13,21,Sunday,Night,26/10/2024 05:00,26/10/2024 05:00,119,25.96503045,5945,34.04586063,Adverse,1
Summer,4493,395,8,11,Saturday,Evening,26/10/2024 06:00,26/10/2024 06:00,71,20.93734912,3889,9.328924963,Adverse,0
